address,is_deleted
"Улица Огинского, 26",0
"Улица Огинского, 28",0
"Улица Огинского, 28А",0
"Улица Огинского, 30",0
"Улица Огинского, 32",0
"Улица Огинского, 32А",0
"Улица Огинского, 34",0
"Улица Огинского, 36",0
"Улица Огинского, 38",0
"Улица Огинского, 40",0
"Улица Огинского, 42",0
"Улица Огинского, 44",0
"Улица Огинского, 44А",0
"Улица Огинского, 46",0
"Улица Огинского, 48",0
"Улица Огинского, 50",0
"Улица Огинского, 50А",0
"Огородная улица, 2",0
"Улица Элизы Ожешко, 11",0
"Улица Элизы Ожешко, 15",0
"Улица Элизы Ожешко, 17",0
"Улица Элизы Ожешко, 19",0
"Улица Элизы Ожешко, 23",0
"Улица Элизы Ожешко, 36",0
"Озёрское шоссе, 4А",0
"Озёрское шоссе, 41",0
"Октябрьская улица, 1 / Советская улица, 4",0
"Октябрьская улица, 3",0
"Октябрьская улица, 4",0
"Окульная улица, 8",0
"Окульная улица, 21",0
"Улица Ольги Соломовой, 36",0
"Улица Ольги Соломовой, 38",0
"Улица Ольги Соломовой, 40",0
"Улица Ольги Соломовой, 42",0
"Улица Ольги Соломовой, 44",0
"Улица Ольги Соломовой, 50",0
"Улица Ольги Соломовой, 52",0
"Улица Ольги Соломовой, 54",0
"Улица Ольги Соломовой, 58",0
"Улица Ольги Соломовой, 60",0
"Улица Ольги Соломовой, 68",0
"Улица Ольги Соломовой, 70",0
"Улица Ольги Соломовой, 72",0
"Улица Ольги Соломовой, 74",0
"Улица Ольги Соломовой, 78",0
"Улица Ольги Соломовой, 80",0
"Улица Ольги Соломовой, 86",0
"Улица Ольги Соломовой, 102",0
"Улица Ольги Соломовой, 107А",0
"Улица Ольги Соломовой, 108",0
"Улица Ольги Соломовой, 135",0
"Улица Ольги Соломовой, 139",0
"Улица Ольги Соломовой, 139А",0
"Улица Ольги Соломовой, 141",0
"Улица Ольги Соломовой, 141А",0
"Улица Ольги Соломовой, 143",0
"Улица Ольги Соломовой, 145",0
"Улица Ольги Соломовой, 145А",0
"Улица Ольги Соломовой, 147",0
"Улица Ольги Соломовой, 149",0
"Улица Ольги Соломовой, 151",0
"Улица Ольги Соломовой, 151А",0
"Улица Ольги Соломовой, 153",0
"Улица Ольги Соломовой, 153А",0
"Улица Ольги Соломовой, 155",0
"Улица Островского, 2А",0
"Отечественная улица, 11",0
"Отечественная улица, 13",0
"Отечественная улица, 15",0
"Отечественная улица, 23",0
"Отечественная улица, 25",0
"Отечественная улица, 27",0
"Улица Павловского, 2",0
"Улица Парижской Коммуны, 1А",0
"Улица Парижской Коммуны, 2 / Улица Стефана Батория, 6",0
"Улица Парижской Коммуны, 6",0
"Улица Парижской Коммуны, 12",0
"Улица Парижской Коммуны, 14",0
"Улица Парижской Коммуны, 16",0
"Улица Парижской Коммуны, 18",0
"Улица Парижской Коммуны, 20",0
"Переломская улица, 39",0
"Улица Пестрака, 4",0
"Улица Пестрака, 10",0
"Улица Пестрака, 30",0
"Улица Пестрака, 34А",0
"Улица Пестрака, 34 корп. 1",0
"Улица Пестрака, 38",0
"Улица Пестрака, 38 корп. 1",0
"Улица Пестрака, 40",0
"Улица Пестрака, 42",0
"Улица Пестрака, 42 корп. 1",0
"Улица Пестрака, 44",0
"Улица Пестрака, 44 корп. 1",0
"Улица Пестрака, 46",0
"Улица Пестрака, 48",0
"Улица Пестрака, 50",0
"Улица Пестрака, 54",0
"Улица Пестрака, 58",0
"Улица Пестрака, 60",0
"Улица Победы, 5",0
"Улица Победы, 16",0
"Улица Победы, 34",0
"Улица Победы, 36",0
"Подольная улица, 2",0
"Подольная улица, 4",0
"Подольная улица, 6",0
"Подольная улица, 8",0
"Подольная улица, 8А",0
"Подольная улица, 10",0
"Подольная улица, 10А",0
"Подольная улица, 48",0
"Переулок Поповича, 6",0
"Переулок Поповича, 8",0
"Переулок Поповича, 10",0
"Улица Поповича, 1",0
"Улица Поповича, 1Б",0
"Улица Поповича, 2",0
"Улица Поповича, 5",0
"Улица Поповича, 7",0
"Улица Поповича, 9",0
"Улица Поповича, 13",0
"Улица Поповича, 15",0
"Улица Поповича, 17",0
"Улица Поповича, 19",0
"Улица Поповича, 21",0
"Улица Поповича, 29",0
"Улица Поповича, 31",0
"Улица Поповича, 32",0
"Улица Поповича, 33",0
"Улица Поповича, 35",0
"Улица Поповича, 37",0
"Улица Поповича, 39",0
"Пороховая улица, 9",0
"Пригородная улица, 3А",0
"Прогулочная улица, 17",0
"Пролетарская улица, 2",0
"Пролетарская улица, 2А",0
"Пролетарская улица, 4",0
"Пролетарская улица, 18А",0
"Пролетарская улица, 54",0
"Пролетарская улица, 63",0
"Пролетарская улица, 65",0
"Пролетарская улица, 67",0
"Пролетарская улица, 67 корп. 1",0
"Пролетарская улица, 67 корп. 2",0
"Пролетарская улица, 69",0
"Пролетарская улица, 69А",0
"Улица Пушкина, 10",0
"Улица Пушкина, 40",0
"Улица Пушкина, 44",0
"Улица Пушкина, 46",0
"Улица Пушкина, 48",0
"Улица Пушкина, 50",0
"Улица Пушкина, 52",0
"Улица Пушкина, 54",0
"Улица Пушкина, 56",0
"Рабочая улица, 17",0
"Рабочая улица, 23",0
"Рабочая улица, 25",0
"Улица Реймонта, 18",0
"Улица Реймонта, 19",0
"Улица Реймонта, 23",0
"Улица Реймонта, 24",0
"Улица Реймонта, 29",0
"Улица Реймонта, 33",0
"Улица Репина, 1А",0
"Улица Репина, 2",0
"Улица Репина, 7",0
"Улица Репина, 17",0
"Улица Репина, 35",0
"Улица Репина, 43",0
"Улица Свердлова, 2",0
"Улица Свердлова, 3",0
"Улица Свердлова, 4",0
"Улица Свердлова, 7А",0
"Улица Свердлова, 11",0
"Улица Свердлова, 17",0
"Улица Серафимовича, 2",0
"Улица Серафимовича, 45",0
"Улица Серафимовича, 49",0
"Улица Серафимовича, 66",0
"Улица Славинского, 4Б",0
"Улица Славинского, 7",0
"Улица Совестких Пограничников, 116А",0
"Советская площадь, 2",0
"Советская площадь, 4А",0
"Советская площадь, 6",0
"Советская улица, 1",0
"Советская улица, 3",0
"Советская улица, 5",0
"Советская улица, 6",0
"Советская улица, 7",0
"Советская улица, 8",0
"Советская улица, 9",0
"Советская улица, 10",0
"Советская улица, 12",0
"Советская улица, 15",0
"Советская улица, 17",0
"Советская улица, 18",0
"Советская улица, 23",0
"Советская улица, 25",0
"Советская улица, 27",0
"Советская улица, 29",0
"Советская улица, 31",0
"Улица Советских Пограничников, 17",0
"Улица Советских Пограничников, 51/1",0
"Улица Советских Пограничников, 53",0
"Улица Советских Пограничников, 61",0
"Улица Советских Пограничников, 63",0
"Улица Советских Пограничников, 65",0
"Улица Советских Пограничников, 73",0
"Улица Советских Пограничников, 94",0
"Улица Советских Пограничников, 100",0
"Улица Советских Пограничников, 114",0
"Улица Советских Пограничников, 116",0
"Улица Советских Пограничников, 116/1",0
"Улица Советских Пограничников, 120",0
"Улица Советских Пограничников, 122",0
"Социалистическая улица, 4",0
"Социалистическая улица, 6",0
"Социалистическая улица, 10",0
"Социалистическая улица, 12",0
"Социалистическая улица, 14",0
"Социалистическая улица, 21",0
"Социалистическая улица, 24",0
"Социалистическая улица, 26",0
"Социалистическая улица, 28",0
"Социалистическая улица, 32",0
"Социалистическая улица, 35",0
"Социалистическая улица, 36 / Улица Кирова, 18",0
"Социалистическая улица, 37",0
"Социалистическая улица, 44",0
"Социалистическая улица, 49",0
"Социалистическая улица, 51",0
"Социалистическая улица, 51А",0
"Социалистическая улица, 58 / Улица Свердлова, 19",0
"Старомалыщинская улица, 98",0
"Старомалыщинская улица, 102",0
"Старомалыщинская улица, 102А",0
"Старомалыщинская улица, 104",0
"Старомалыщинская улица, 104А",0
"Старомалыщинская улица, 106",0
"Улица Стефана Батория, 8",0
"Улица Стефана Батория, 8А",0
"Стрелковая улица, 7",0
"Стрелковая улица, 11",0
"Стрелковая улица, 11А",0
"Стрелковая улица, 19",0
"Проспект Строителей, 3",0
"Проспект Строителей, 4",0
"Проспект Строителей, 5",0
"Проспект Строителей, 6",0
"Проспект Строителей, 8",0
"Проспект Строителей, 9",0
"Проспект Строителей, 10",0
"Проспект Строителей, 13",0
"Проспект Строителей, 17",0
"Проспект Строителей, 17А",0
"Проспект Строителей, 21",0
"Проспект Строителей, 23",0
"Проспект Строителей, 25",0
"Проспект Строителей, 27",0
"Проспект Строителей, 29",0
"Проспект Строителей, 29А",0
"Проспект Строителей, 31",0
"Проспект Строителей, 33",0
"Студенческая улица, 6",0
"Студенческая улица, 9",0
"Студенческая улица, 11",0
"Улица Суворова, 27",0
"Улица Суворова, 76А",0
"Улица Суворова, 135",0
"Улица Суворова, 143",0
"Улица Суворова, 218",0
"Улица Суворова, 222",0
"Улица Суворова, 252",0
"Улица Суворова, 254",0
"Улица Суворова, 302",0
"Улица Суворова, 302А",0
"Улица Суворова, 304",0
"Улица Суворова, 304А",0
"Улица Суворова, 306",0
"Улица Суворова, 306А",0
"Улица Суворова, 308А",0
"Улица Суворова, 310",0
"Улица Суворова, 312",0
"Улица Суворова, 312А",0
"Улица Суворова, 316",0
"Улица Суворова, 316А",0
"Улица Суворова, 318",0
"Улица Суворова, 318А",0
"Улица Сухомбаева, 1",0
"Улица Сухомбаева, 11",0
"Улица Сухомбаева, 15",0
"Улица Сухомбаева, 26",0
"Улица Счастного, 38",0
"Улица Тавлая, 28Е",0
"Улица Тавлая, 34 корп. 3",0
"Улица Тавлая, 40",0
"Улица Тавлая, 42",0
"Улица Тавлая, 44",0
"Улица Тавлая, 46",0
"Улица Тавлая, 46А",0
"Улица Тавлая, 46Б",0
"Улица Тавлая, 50",0
"Улица Тавлая, 50Б",0
"Улица Тавлая, 52",0
"Улица Тавлая, 58",0
"Улица Тавлая, 61",0
"Улица Тавлая, 63",0
"Улица Тавлая, 67",0
"Улица Тавлая, 67А",0
"Улица Тавлая, 71А",0
"Улица Тавлая, 71Б",0
"Телеграфная улица, 14",0
"Телеграфный переулок, 15а",0
"Улица Тельмана, 4",0
"Улица Тельмана, 5",0
"Улица Тельмана, 9 / Городничанская улица, 13",0
"Улица Тельмана, 10 / Городничанская улица, 11",0
"Улица Терешковой, 24",0
"Улица Терешковой, 27",0
"Улица Терешковой, 30",0
"Улица Терешковой, 38",0
"Улица Тимирязева, 1",0
"Улица Тимирязева, 8",0
"Улица Титова, 11А",0
"Улица Титова, 28",0
"Улица Томина, 16",0
"Улица Томина, 18",0
"Улица Томина, 18А",0
"Улица Томина, 20",0
"Улица Томина, 22",0
"Улица Томина, 24",0
"Улица Томина, 28",0
"Транспортная улица, 3",0
"Улица Урицкого, 1",0
"Улица Урицкого, 13",0
"Улица Урицкого, 14А",0
"Улица Урицкого, 18/1",0
"Улица Урицкого, 24",0
"Улица Урицкого, 26",0
"Улица Фолюш, инв. 15/11",0
"Улица Фолюш, инв. 15/351",0
"Улица Фолюш, инв. 15/90",0
"Улица Фолюш, 15/1",0
"Улица Фолюш, 15/10",0
"Улица Фолюш, 15/114",0
"Улица Фолюш, 15/167",0
"Улица Фолюш, 15/17",0
"Улица Фолюш, 15/180",0
"Улица Фолюш, 15/181",0
"Улица Фолюш, 15/182",0
"Улица Фолюш, 15/183",0
"Улица Фолюш, 15/183А",0
"Улица Фолюш, 15/184",0
"Улица Фолюш, 15/185",0
"Улица Фолюш, 15/186",0
"Улица Фолюш, 15/186А",0
"Улица Фолюш, 15/187",0
"Улица Фолюш, 15/188",0
"Улица Фолюш, 15/189",0
"Улица Фолюш, 15/190",0
"Улица Фолюш, 15/191",0
"Улица Фолюш, 15/191А",0
"Улица Фолюш, 15/193",0
"Улица Фолюш, 15/194",0
"Улица Фолюш, 15/195",0
"Улица Фолюш, 15/196",0
"Улица Фолюш, 15/197",0
"Улица Фолюш, 15/198",0
"Улица Фолюш, 15/199",0
"Улица Фолюш, 15/2",0
"Улица Фолюш, 15/200",0
"Улица Фолюш, 15/200А",0
"Улица Фолюш, 15/201",0
"Улица Фолюш, 15/201А",0
"Улица Фолюш, 15/201Б",0
"Улица Фолюш, 15/203",0
"Улица Фолюш, 15/205",0
"Улица Фолюш, 15/206",0
"Улица Фолюш, 15/207",0
"Улица Фолюш, 15/208",0
"Улица Фолюш, 15/21",0
"Улица Фолюш, 15/210",0
"Улица Фолюш, 15/211",0
"Улица Фолюш, 15/212",0
"Улица Фолюш, 15/212А",0
"Улица Фолюш, 15/213",0
"Улица Фолюш, 15/214",0
"Улица Фолюш, 15/215",0
"Улица Фолюш, 15/216",0
"Улица Фолюш, 15/216А",0
"Улица Фолюш, 15/217",0
"Улица Фолюш, 15/218",0
"Улица Фолюш, 15/22",0
"Улица Фолюш, 15/226",0
"Улица Фолюш, 15/230",0
"Улица Фолюш, 15/285",0
"Улица Фолюш, 15/29",0
"Улица Фолюш, 15/3",0
"Улица Фолюш, 15/326",0
"Улица Фолюш, 15/336",0
"Улица Фолюш, 15/34",0
"Улица Фолюш, 15/35",0
"Улица Фолюш, 15/358",0
"Улица Фолюш, 15/36",0
"Улица Фолюш, 15/37",0
"Улица Фолюш, 15/5",0
"Улица Фолюш, 15/51",0
"Улица Фолюш, 15/52",0
"Улица Фолюш, 15/83",0
"Улица Фолюш, 15/84",0
"Улица Фолюш, 21",0
"Улица Фолюш, 23",0
"Улица Фолюш, 25",0
"Улица Фомичёва, 16",0
"Улица Фомичёва, 17",0
Улица Франтишка Богушевича,0
"Улица Франтишка Богушевича, 24",0
"Улица Франтишка Богушевича, 32",0
"Улица Франтишка Богушевича, 52",0
"Улица Химиков, 1",0
"Улица Химиков, 3",0
"Улица Химиков, 3А",0
"Улица Химиков, 5",0
"Улица Химиков, 6",0
"Улица Химиков, 8",0
"Улица Химиков, 10",0
"Улица Химиков, 12",0
"Улица Химиков, 14",0
"Улица Химиков, 16",0
"Улица Химиков, 24",0
"Центральная улица, 26",0
"Улица Щорса, 24",0
"Улица Щорса, 27",0
"Улица Щорса, 28",0
"Улица Щорса, 29",0
"Улица Щорса, 30",0
"Улица Щорса, 30А",0
"Улица Щорса, 30Б",0
"Улица Щорса, 30В",0
"Улица Щорса, 31",0
"Улица Щорса, 32",0
"Улица Щорса, 32А",0
"Улица Щорса, 34",0
"Улица Щорса, 35",0
"Улица Щорса, 36",0
"Улица Щорса, 37",0
"Улица Щорса, 38",0
"Улица Щорса, 38А",0
"Улица Щорса, 41",0
"Улица Щорса, 43",0
"Улица Щорса, 44",0
"Улица Щорса, 45",0
"Улица Щорса, 47",0
"Улица Щорса, 49",0
"Улица Щорса, 50",0
"Улица Щорса, 50А",0
"Улица Щорса, 50 корп. 1",0
"Улица Щорса, 50 корп. 2",0
"Улица Щорса, 52",0
"Улица Щорса, 54",0
"Улица Щорса, 56",0
"Улица Щорса, 58",0
"Улица Элизы Ожешко, 1",0
"Улица Элизы Ожешко, 2",0
"Улица Элизы Ожешко, 3",0
"Улица Элизы Ожешко, 6а",0
"Улица Элизы Ожешко, 8",0
"Улица Элизы Ожешко, 9",0
"Улица Элизы Ожешко, 22",0
"Улица Элизы Ожешко, 30",0
"Улица Элизы Ожешко, 33",0
"Улица Элизы Ожешко, 35",0
"Улица Элизы Ожешко, 40",0
"Улица Элизы Ожешко, 42",0
"Улица Элизы Ожешко, 45",0
"Улица Элизы Ожешко, 47",0
"Улица Элизы Ожешко, 49",0
"Южная улица, 1",0
"Южная улица, 1Б",0
"Южная улица, 3",0
"Южная улица, 3А",0
"Южная улица, 3Б",0
"Южная улица, 7",0
"Южная улица, 9",0
"Южная улица, 9А",0
"Южная улица, 9Б",0
"Южная улица, 11",0
"Южная улица, 12",0
"Южная улица, 12А",0
"Южная улица, 13",0
"Южная улица, 15",0
"Южная улица, 15А",0
"Южная улица, 17",0
"Южная улица, 19",0
"Южная улица, 19А",0
"Южная улица, 20",0
"Южная улица, 21",0
"Южная улица, 21А",0
"Южная улица, 22",0
"Южная улица, 23",0
"Южная улица, 23А",0
"Южная улица,24",0
"Южная улица, 24А",0
"Южная улица, 25",0
"Южная улица, 25А",0
"Южная улица, 26",0
"Южная улица, 26А",0
"Южная улица, 28",0
"Южная улица, 28А",0
"Южная улица, 28Б",0
"Южный переулок, 1",0
"Южный переулок, 2",0
"Южный переулок, 3",0
"Южный переулок, 4",0
"Южный переулок, 5",0
"Южный переулок, 6",0
"Южный переулок, 7",0
"Проспект Янки Купалы, 39",0
"Проспект Янки Купалы, 43",0
"Проспект Янки Купалы, 48",0
"Проспект Янки Купалы, 49",0
"Проспект Янки Купалы, 49А",0
"Проспект Янки Купалы, 55",0
"Проспект Янки Купалы, 61",0
"Проспект Янки Купалы, 67",0
"Проспект Янки Купалы, 67А",0
"Проспект Янки Купалы, 69",0
"Проспект Янки Купалы, 71",0
"Проспект Янки Купалы, 72 корп. 1",0
"Проспект Янки Купалы, 72 корп. 2",0
"Проспект Янки Купалы, 72 корп. 3",0
"Проспект Янки Купалы, 72 корп. 4",0
"Проспект Янки Купалы, 73",0
"Проспект Янки Купалы, 74",0
"Проспект Янки Купалы, 78",0
"Проспект Янки Купалы, 80",0
"Проспект Янки Купалы, 80 корп. 3",0
"Проспект Янки Купалы, 82А",0
"Проспект Янки Купалы, 84",0
"Проспект Янки Купалы, 84 корп. 1",0
"Проспект Янки Купалы, 86",0
"Проспект Янки Купалы, 87",0
"Проспект Янки Купалы, 88",0
"Проспект Янки Купалы, 88А",0
"Проспект Янки Купалы, 88Б",0
"Проспект Янки Купалы, 90",0
"Проспект Янки Купалы, 96",0
"Проспект Янки Купалы, 98",0
"Яснопольская улица, 1 / Яснопольская улица, 1а",0
"Яснопольская улица, 12б корп. 1",0
"Яснопольская улица, 12б корп. 2",0
"Яснопольская улица, 12к4",0
"Яснопольская улица, 12к5",0
"Яснопольская улица, 12к8",0
"Яснопольская улица, 22",0
"Яснопольская улица, 22а",0
"Яснопольская улица, 23/5",0
"Яснопольская улица, 26к6",0
"Яснопольская улица, 26 корп. 11",0
"Яснопольская улица, 26 корп. 4",0
"Яснопольская улица, 26 корп. 8",0
